timestamp_s,programName,programStatus,partTimeInCycle,cuttingTime,operatingTime,totalCycleTimeNet,activeBlock,activeLineNumber,partsMadeForProgram,partsRequiredForProgram,totalParts,spindleName,spindleTemp,spindleOpMode,spindlePsModePos,spindleSpeedDemand,spindleActualSpeed,spindleTurnState,spindleAngularPositionDemand,spindleSpeedLimit,spindleSpeedOverride,spindleDriveLoad,spindleConstCutRate,coolantTemp,activeToolNumber,activeToolID,activeToolLength1,activeToolLength2,activeToolLength3,activeToolRadius,axisXName,axisXStatus,axisXPositionToGo,axisXPosition,axisXAcceleration,axisXAccelerationPC,axisXDrivePower,axisXFeedRate,axisYName,axisYStatus,axisYPositionToGo,axisYPosition,axisYAcceleration,axisYAccelerationPC,axisYDrivePower,axisYFeedRate,axisZName,axisZStatus,axisZPositionToGo,axisZPosition,axisZAcceleration,axisZAccelerationPC,axisZDrivePower,axisZFeedRate,axisCName,axisCStatus,axisCPositionToGo,axisCPosition,axisCAcceleration,axisCAccelerationPC,axisCDrivePower,axisCFeedRate,axisAName,axisAStatus,axisAPositionToGo,axisAPosition,axisAAcceleration,axisAAccelerationPC,axisADrivePower,axisAFeedRate
1.0,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,25.0,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
1.1,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,25.0,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
1.2,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,25.0,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
1.3,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,25.0,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
1.4,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,25.0,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
1.5,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,25.0,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
1.6,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
1.7,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
1.8,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
1.9,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
2.0,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
2.1,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
2.2,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
2.3,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
2.4,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
2.5,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
2.6,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
2.7,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
2.8,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
2.9,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
3.0,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
3.1,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
3.2,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
3.3,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
3.4,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
3.5,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
3.6,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
3.7,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
3.8,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
3.9,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
4.0,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
4.1,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
4.2,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,1,0.0
4.3,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
4.4,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
4.5,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
4.6,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
4.7,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
4.8,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
4.9,O0000,2,0.0,0.0,0.0,0.0,,0,0,1,58,S1,24.9,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
5.0,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.9,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
5.1,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
5.2,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
5.3,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,2,0.0
5.4,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
5.5,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
5.6,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
5.7,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,0,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
5.8,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
5.9,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
6.0,O1234_JOB1,4,0.0,0.0,0.0,0.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,1,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
6.1,O1234_JOB1,3,0.0,0.0,0.1,108.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,2,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,2,0.0
6.2,O1234_JOB1,3,0.0,0.0,0.2,211.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,0,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
6.3,O1234_JOB1,3,0.0,0.0,0.3,309.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
6.4,O1234_JOB1,3,0.0,0.0,0.4,413.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,0,0.0
6.5,O1234_JOB1,3,0.0,0.0,0.5,515.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,2,0.0
6.6,O1234_JOB1,3,0.0,0.0,0.6,621.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
6.7,O1234_JOB1,3,0.0,0.0,0.7,721.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,0,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,0,0.0
6.8,O1234_JOB1,3,0.0,0.0,0.8,817.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,1,0.0,Y,3,0,0,0,0,1,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
6.9,O1234_JOB1,3,0.0,0.0,0.9,917.0,,0,0,5,58,S1,24.8,0,0,0,0,2,0,8000,100,3,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,2,0.0,A,3,0,0,0,0,1,0.0
7.0,O1234_JOB1,4,0.0,0.0,0.9,917.0,N20 T1 M6,20,0,5,58,S1,24.8,2,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,0,0.0,C,3,0,0,0,0,0,0.0,A,3,0,0,0,0,1,0.0
7.1,O1234_JOB1,4,0.0,0.0,0.9,917.0,N20 T1 M6,20,0,5,58,S1,24.8,2,0,0,0,2,0,8000,100,1,0,19,0,,0.0,0.0,0.0,0.0,X,3,0,0,0,0,2,0.0,Y,3,0,0,0,0,2,0.0,Z,3,0,0,0,0,2,0.0,C,3,0,0,0,0,1,0.0,A,3,0,0,0,0,0,0.0
